gene,273614N_0.50CDS40,378604X_0.50CDS40,BC187_0.50CDS40,DBVPG1106_0.50CDS40,DBVPG1373_0.50CDS40,DBVPG6765_0.50CDS40,L_1374_0.50CDS40,NCYC361_0.50CDS40,SK1_0.50CDS40,UWOPS05_217_3_0.50CDS40,UWOPS05_227_2_0.50CDS40,UWOPS83_787_3_0.50CDS40,UWOPS87_2421_0.50CDS40,Y12_0.50CDS40,Y55_0.50CDS40,YJM975_0.50CDS40,YJM978_0.50CDS40,YJM981_0.50CDS40,YPS128_0.50CDS40,YPS606_0.50CDS40,YS2_0.50CDS40,YS9_0.50CDS40
YBR039W,-1584.3030303030305,-1584.3030303030305,-1584.3030303030305,-1584.3030303030305,-1111.944055944056,-1584.3030303030305,-1584.3030303030305,-1584.3030303030305,-1540.2238095238095,-453.6,-453.6,-1584.3030303030305,-1591.3030303030305,-1584.3030303030305,-1540.2238095238095,-1111.944055944056,-1584.3030303030305,-1111.944055944056,-1591.3030303030305,-1591.3030303030305,-1111.944055944056,-1584.3030303030305
YBR041W,-706.1666666666667,-1437.245238095238,-1437.245238095238,-1437.245238095238,-1437.245238095238,-1437.245238095238,-1437.245238095238,-1437.245238095238,-1826.627777777777,-1437.245238095238,-1437.245238095238,-1437.245238095238,-1437.245238095238,-1437.245238095238,-1826.627777777777,-1437.245238095238,-1437.245238095238,-1437.245238095238,-643.2666666666668,-643.2666666666668,-1437.245238095238,-1437.245238095238
YBR046C,-489.88888888888886,-581.777691511387,-581.777691511387,-581.777691511387,-581.777691511387,-581.777691511387,-581.777691511387,-581.777691511387,-581.777691511387,-581.777691511387,-581.777691511387,-581.777691511387,-581.777691511387,-489.88888888888886,-581.777691511387,-581.777691511387,-581.777691511387,-581.777691511387,65.70175438596483,65.70175438596483,-581.777691511387,-581.777691511387
YBR052C,-1856.7285714285715,-1856.7285714285715,-1856.7285714285715,-1856.7285714285715,-1856.7285714285715,-1856.7285714285715,-1856.7285714285715,-1856.7285714285715,-1602.4439393939394,-1856.7285714285715,-1856.7285714285715,-1860.2285714285715,-1856.7285714285715,-1856.7285714285715,-1602.4439393939394,-1856.7285714285715,-1856.7285714285715,-1856.7285714285715,-1856.7285714285715,-1856.7285714285715,-1856.7285714285715,-1856.7285714285715
YBR054W,-970.6190476190477,-551.3714285714285,-551.3714285714285,-551.3714285714285,-551.3714285714285,-551.3714285714285,-551.3714285714285,-551.3714285714285,-550.0857142857143,-550.0857142857143,-550.0857142857143,-1043.3030303030305,-551.3714285714285,-970.6190476190477,-550.0857142857143,-551.3714285714285,-551.3714285714285,-551.3714285714285,-970.6190476190477,-970.6190476190477,-551.3714285714285,-551.3714285714285
YBR059C,95.66666666666666,-1562.25,-1562.25,-665.7284382284382,-296.8161290322581,-1562.25,-1562.25,-296.8161290322581,-296.8161290322581,-296.8161290322581,-296.8161290322581,-700.364801864802,-644.9545454545454,-700.364801864802,-296.8161290322581,-296.8161290322581,-296.8161290322581,-1562.25,-1547.9088235294116,-1547.9088235294116,-296.8161290322581,-2139.283823529412
YBR072W,-1786.9347826086953,-1776.666666666667,-1776.666666666667,-1776.666666666667,-1776.666666666667,-1776.666666666667,-1786.9347826086953,-1776.666666666667,-1712.8947368421052,-1786.9347826086953,-1786.9347826086953,-1786.9347826086953,-1786.9347826086953,-1786.9347826086953,-1712.8947368421052,-1776.666666666667,-1776.666666666667,-1776.666666666667,-1786.9347826086953,-1786.9347826086953,-1776.666666666667,-1786.9347826086953
YBR078W,-856.3447204968945,-856.3447204968945,-856.5300751879698,-856.5300751879698,-1445.107142857143,-1445.107142857143,-1445.107142857143,-1445.107142857143,-928.0643500643503,-1445.107142857143,-1445.107142857143,-867.9835164835165,-867.9835164835165,-856.3447204968945,-1445.107142857143,-1445.107142857143,-856.5300751879698,-1445.107142857143,-1445.107142857143,-1445.107142857143,-1445.107142857143,-856.5300751879698
YBR079C,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727,-593.75,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727,-648.5272727272727
YBR080C,-940.0952380952381,-798.3630952380953,-880.532212885154,-880.532212885154,-803.3630952380953,-880.532212885154,-880.532212885154,-803.3630952380953,-803.3630952380953,-1096.3679653679653,-1096.3679653679653,-803.3630952380953,-880.532212885154,-1179.3869047619048,-880.532212885154,-803.3630952380953,-880.532212885154,-803.3630952380953,-880.532212885154,-880.532212885154,-803.3630952380953,-880.532212885154
YBR082C,-524.214619883041,-892.1634920634921,-524.214619883041,-524.214619883041,-528.2833333333333,-524.214619883041,-524.214619883041,-528.2833333333333,-892.1634920634921,-892.1634920634921,-892.1634920634921,-892.1634920634921,-892.1634920634921,-892.1634920634921,-524.214619883041,-528.2833333333333,-524.214619883041,-528.2833333333333,-892.1634920634921,-892.1634920634921,-528.2833333333333,-524.214619883041
YBR084W,-1384.3695652173913,-1384.3695652173913,-1384.3695652173913,-1384.3695652173913,-1384.3695652173913,-1384.3695652173913,-1384.3695652173913,-1384.3695652173913,-1447.4267080745342,-1038.8227513227514,-1038.8227513227514,-1038.8227513227514,-1384.3695652173913,-1384.3695652173913,-1384.3695652173913,-1384.3695652173913,-1384.3695652173913,-1384.3695652173913,-1038.8227513227514,-1038.8227513227514,-1384.3695652173913,-1384.3695652173913
