gene,273614N_0.75CDS40,378604X_0.75CDS40,BC187_0.75CDS40,DBVPG1106_0.75CDS40,DBVPG1373_0.75CDS40,DBVPG6765_0.75CDS40,L_1374_0.75CDS40,NCYC361_0.75CDS40,SK1_0.75CDS40,UWOPS05_217_3_0.75CDS40,UWOPS05_227_2_0.75CDS40,UWOPS83_787_3_0.75CDS40,UWOPS87_2421_0.75CDS40,Y12_0.75CDS40,Y55_0.75CDS40,YJM975_0.75CDS40,YJM978_0.75CDS40,YJM981_0.75CDS40,YPS128_0.75CDS40,YPS606_0.75CDS40,YS2_0.75CDS40,YS9_0.75CDS40
YAL036C,-1418.8125,-1418.8125,-1418.8125,-1643.9615384615383,-1418.8125,-1418.8125,-1418.8125,-1418.8125,-1398.145161290323,-1106.6666666666667,-1106.6666666666667,-1106.6666666666667,-1418.8125,-1106.6666666666667,-1418.8125,-1418.8125,-1418.8125,-1418.8125,-1643.9615384615383,-1643.9615384615383,-1418.8125,-1418.8125
YAL038W,-512.3888888888888,-512.3888888888888,-512.3888888888888,-512.3888888888888,-512.3888888888888,-512.3888888888888,-512.3888888888888,-512.3888888888888,-529.8055555555555,-512.3888888888888,-512.3888888888888,-752.8888888888888,-529.8055555555555,-512.3888888888888,-512.3888888888888,-512.3888888888888,-512.3888888888888,-512.3888888888888,-529.8055555555555,-529.8055555555555,-512.3888888888888,-512.3888888888888
YAL039C,-966.75,-1275.7476190476186,-1275.7476190476186,-1275.7476190476186,4.823529411764696,-1275.7476190476186,-917.5125,4.823529411764696,4.823529411764696,-678.45,-678.45,4.823529411764696,-1275.7476190476186,-966.75,-1434.6976190476191,4.823529411764696,4.823529411764696,4.823529411764696,-801.95,-801.95,4.823529411764696,-1275.7476190476186
YAL049C,-1002.278494623656,-1002.278494623656,-1002.278494623656,-1002.278494623656,-1002.278494623656,-1002.278494623656,-1002.278494623656,-1002.278494623656,-1002.278494623656,-1369.1666666666667,-1369.1666666666667,-1002.278494623656,-1124.1,-1002.278494623656,-1369.1666666666667,-1002.278494623656,-1002.278494623656,-1002.278494623656,-1002.278494623656,-1002.278494623656,-1002.278494623656,-1002.278494623656
YAL053W,-591.875,-373.375,-1215.8000000000004,-1215.8000000000004,-1215.8000000000004,-591.875,-1215.8000000000004,-1215.8000000000004,-1215.8000000000004,-591.875,-591.875,-1215.8000000000004,-1215.8000000000004,-591.875,-373.375,-1215.8000000000004,-1215.8000000000004,-1215.8000000000004,-373.375,-373.375,-1215.8000000000004,-1215.8000000000004
YAL060W,-2018.263888888889,-1269.1549707602342,-2018.263888888889,-2500.583333333333,-2018.263888888889,-2018.263888888889,-2018.263888888889,-2018.263888888889,-2018.263888888889,-1637.2930069930069,-1637.2930069930069,-1258.0515873015875,-1693.9358974358972,-1183.3333333333335,-1579.35698005698,-2018.263888888889,-2018.263888888889,-2018.263888888889,-2018.263888888889,-2018.263888888889,-2144.196031746032,-2018.263888888889
YAR002C-A,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1048.8897435897436,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668,-1136.6166666666668
YAR007C,-115.0,-1058.6283891547048,-1164.3051568314727,-1164.3051568314727,-1164.3051568314727,-1164.3051568314727,-1164.3051568314727,-1164.3051568314727,-1058.6283891547048,-345.5,-345.5,-1164.3051568314727,-1164.3051568314727,-1058.6283891547048,-115.0,-1164.3051568314727,-1164.3051568314727,-1164.3051568314727,-1164.3051568314727,-1164.3051568314727,-1164.3051568314727,-1060.5526315789473
YAR008W,-1664.4353302611369,-1627.3880952380955,-1762.3880952380955,-1762.3880952380955,-1762.3880952380955,-1762.3880952380955,-1762.3880952380955,-1762.3880952380955,-1627.3880952380955,-1627.3880952380955,-1627.3880952380955,-1762.3880952380955,-1762.3880952380955,-1611.9055555555553,-1664.4353302611369,-1762.3880952380955,-1762.3880952380955,-1762.3880952380955,-1627.3880952380955,-1627.3880952380955,-1762.3880952380955,-1627.3880952380955
YAR015W,-1847.5,-1882.555555555556,-1847.5,-1847.5,-1847.5,-1847.5,-1847.5,-1847.5,-1882.555555555556,-1847.5,-1847.5,-1882.555555555556,-1847.5,-1882.555555555556,-1847.5,-1847.5,-1847.5,-1847.5,-1882.555555555556,-1882.555555555556,-1847.5,-1847.5
YAR018C,-1360.4475108225106,-1452.8535714285715,-1452.8535714285715,-1452.8535714285715,-1452.8535714285715,-1452.8535714285715,-1452.8535714285715,-1452.8535714285715,-1360.4475108225106,-1381.6119047619045,-1381.6119047619045,-1452.8535714285715,-1360.4475108225106,-1452.8535714285715,-1360.4475108225106,-1452.8535714285715,-1452.8535714285715,-1452.8535714285715,-1452.8535714285715,-1452.8535714285715,-1452.8535714285715,-1452.8535714285715
YAR042W,-1504.9974747474746,-1844.0,-1992.8752136752137,-1992.8752136752137,-1992.8752136752137,-1992.8752136752137,-1992.8752136752137,-1992.8752136752137,-1403.6218390804595,-1919.6638888888888,-1919.6638888888888,-760.8333333333333,-1615.666666666667,-1272.320634920635,-1992.8752136752137,-1992.8752136752137,-1992.8752136752137,-1992.8752136752137,-1272.320634920635,-1272.320634920635,-1992.8752136752137,-1964.909090909091
YBL004W,-1997.830357142857,-1032.2010135135135,-1907.6778381642514,-1907.6778381642514,-1907.6778381642514,-1907.6778381642514,-1907.6778381642514,-1907.6778381642514,-1772.3312908496732,-1362.4303571428572,-1362.4303571428572,-1907.6778381642514,-1907.6778381642514,-1032.2010135135135,-1772.3312908496732,-1907.6778381642514,-1907.6778381642514,-1907.6778381642514,-1907.6778381642514,-1907.6778381642514,-1907.6778381642514,-1907.6778381642514
YBL015W,-886.7603174603172,-886.7603174603172,-886.7603174603172,-886.7603174603172,-886.7603174603172,-886.7603174603172,-886.7603174603172,-886.7603174603172,-1712.5125,-1696.2125,-1696.2125,-886.7603174603172,-886.7603174603172,-1712.5125,-1712.5125,-886.7603174603172,-886.7603174603172,-886.7603174603172,-1712.5125,-1712.5125,-886.7603174603172,-1712.5125
YBL016W,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1324.7236842105265,-1531.452380952381,-1531.452380952381,-1324.7236842105265,-1324.7236842105265
YBL017C,-1579.45,-1774.783333333333,-1579.45,-1579.45,-1579.45,-1579.45,-1579.45,-1579.45,-1685.3833333333332,-1550.3833333333332,-1550.3833333333332,-1733.8833333333332,-1579.45,-731.6666666666667,-1685.3833333333332,-1579.45,-1579.45,-1579.45,-1733.8833333333332,-1733.8833333333332,-1579.45,-1579.45
YBL020W,-1517.7368421052633,-1528.4888888888888,-1517.7368421052633,-1517.7368421052633,-1517.65,-1517.7368421052633,-1517.7368421052633,-1517.65,-1517.7368421052633,74.72222222222217,74.72222222222217,-1593.6333333333334,-1687.6333333333334,-1806.1333333333332,-1517.7368421052633,-1517.65,-1517.7368421052633,-1517.65,-1593.6333333333334,-1593.6333333333334,-1517.65,-1806.1333333333332
YBL022C,-1951.5655844155845,-1951.5655844155845,-1096.5573426573426,-1096.5573426573426,-1096.5573426573426,-1096.5573426573426,-1096.5573426573426,-1096.5573426573426,-1951.5655844155845,-471.6188811188812,-471.6188811188812,-1951.5655844155845,-1847.9670995670992,-1951.5655844155845,-1951.5655844155845,-1096.5573426573426,-1096.5573426573426,-1096.5573426573426,-1951.5655844155845,-1951.5655844155845,-1096.5573426573426,-1951.5655844155845
YBL024W,-1162.1666666666667,-1050.2166666666667,-1162.1666666666667,-1162.1666666666667,-1162.1666666666667,-1162.1666666666667,-1162.1666666666667,-1162.1666666666667,-1050.2166666666667,-1050.2166666666667,-1050.2166666666667,-1162.1666666666667,-1162.1666666666667,-912.0,-1050.2166666666667,-1162.1666666666667,-1162.1666666666667,-1162.1666666666667,-1050.2166666666667,-1050.2166666666667,-1162.1666666666667,-1162.1666666666667
YBL026W,-571.8636363636364,-571.8636363636364,-571.8636363636364,-571.8636363636364,-571.8636363636364,-571.8636363636364,-571.8636363636364,-571.8636363636364,-559.0272727272727,-571.8636363636364,-571.8636363636364,-571.8636363636364,-571.8636363636364,-571.8636363636364,-559.0272727272727,-571.8636363636364,-571.8636363636364,-571.8636363636364,-571.8636363636364,-571.8636363636364,-571.8636363636364,-571.8636363636364
YBL030C,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333,-1102.952380952381,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333,-899.8333333333333
YBL032W,-1912.658333333333,-1045.1666666666667,-1519.5384615384617,-1519.5384615384617,-1519.5384615384617,-1519.5384615384617,-1519.5384615384617,-1519.5384615384617,-1899.158333333333,-1084.5,-1084.5,-1084.5,-1045.1666666666667,-1506.0384615384617,-1899.158333333333,-1519.5384615384617,-1519.5384615384617,-1519.5384615384617,-1084.5,-1084.5,-1519.5384615384617,-1519.5384615384617
YBL039C,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-905.3214285714287,-1490.5000000000002,-1490.5000000000002,-905.3214285714287,-905.3214285714287
YBL040C,-2018.4,-2018.4,-2018.4,-2018.4,-2018.4,-2018.4,-2018.4,-2018.4,-1692.65625,-2018.4,-2018.4,-2018.4,-2018.4,-2018.4,-1692.65625,-2018.4,-2018.4,-2018.4,-2018.4,-2018.4,-2018.4,-2018.4
YBL041W,-803.1166666666667,-803.1166666666667,-803.1166666666667,-803.1166666666667,-842.5454545454545,-803.1166666666667,-803.1166666666667,-842.5454545454545,-803.1166666666667,-803.1166666666667,-803.1166666666667,-803.1166666666667,-803.1166666666667,-803.1166666666667,-803.1166666666667,-842.5454545454545,-803.1166666666667,-842.5454545454545,-803.1166666666667,-803.1166666666667,-842.5454545454545,-803.1166666666667
YBL045C,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-823.1830065359477,-426.98888888888894,-426.98888888888894,-823.1830065359477,-823.1830065359477
YBL047C,-309.96086956521737,-309.96086956521737,-309.96086956521737,-309.96086956521737,-309.96086956521737,-672.3481481481483,-309.96086956521737,-309.96086956521737,-672.5666666666666,-366.34516129032266,-366.34516129032266,-672.3481481481483,-723.9280701754387,-883.2,-672.5666666666666,-309.96086956521737,-366.34516129032266,-309.96086956521737,-883.2,-883.2,-309.96086956521737,-883.2
YBL057C,-1427.2857142857142,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714,-1746.6285714285714
YBL064C,-1958.4285714285716,-1123.875,-1123.875,-1953.1290322580649,-1123.875,-1123.875,-1123.875,-1123.875,-1958.4285714285716,-1933.8235294117649,-1933.8235294117649,-1958.4285714285716,-1933.8235294117649,-1953.1290322580649,-1958.4285714285716,-1123.875,-1123.875,-1123.875,-1933.8235294117649,-1933.8235294117649,-1123.875,-1123.875
YBL075C,-426.06666666666666,-426.06666666666666,-579.75,-965.7666666666668,-965.7666666666668,-965.7666666666668,-965.7666666666668,-965.7666666666668,-426.06666666666666,-426.06666666666666,-426.06666666666666,-426.06666666666666,-426.06666666666666,-426.06666666666666,-426.06666666666666,-965.7666666666668,-965.7666666666668,-965.7666666666668,-492.33333333333326,-492.33333333333326,-965.7666666666668,-965.7666666666668
YBL076C,-1231.3777777777775,-1231.3777777777775,-1231.3777777777775,-1231.3777777777775,-1231.3777777777775,-1231.3777777777775,-1231.3777777777775,-1231.3777777777775,-1269.3777777777775,-1269.3777777777775,-1269.3777777777775,-1231.3777777777775,-1269.3777777777775,-1231.3777777777775,-1269.3777777777775,-1231.3777777777775,-1231.3777777777775,-1231.3777777777775,-1231.3777777777775,-1231.3777777777775,-1231.3777777777775,-1231.3777777777775
YBL078C,-1226.764857881137,-1226.764857881137,-1226.764857881137,-1226.764857881137,-1226.764857881137,-1226.764857881137,-1226.764857881137,-1226.764857881137,-1550.7222222222226,-1226.764857881137,-1226.764857881137,-1226.764857881137,-1226.764857881137,-1226.764857881137,-1550.7222222222226,-1226.764857881137,-1226.764857881137,-1226.764857881137,-1226.764857881137,-1226.764857881137,-1226.764857881137,-1226.764857881137
YBL079W,-1400.0000000000002,-1400.0000000000002,-1215.9943977591038,-1215.9943977591038,-1215.9943977591038,-1215.9943977591038,-1215.9943977591038,-1215.9943977591038,-1042.1190476190477,-976.5952380952381,-976.5952380952381,-976.5952380952381,-1042.1190476190477,-1066.3787878787878,-1042.1190476190477,-1215.9943977591038,-1215.9943977591038,-1215.9943977591038,-976.5952380952381,-976.5952380952381,-1215.9943977591038,-1400.0000000000002
YBL091C,-2126.1007326007325,-1921.7965367965369,-2608.7194616977226,-2608.7194616977226,-2608.7194616977226,-2608.7194616977226,-2608.7194616977226,-2608.7194616977226,-1921.7965367965369,-2521.3699633699634,-2521.3699633699634,-1921.7965367965369,-1921.7965367965369,-1921.7965367965369,-2608.7194616977226,-2608.7194616977226,-2608.7194616977226,-2608.7194616977226,-1921.7965367965369,-1921.7965367965369,-2608.7194616977226,-1921.7965367965369
YBL092W,-1358.4444444444443,-634.4166666666667,-634.4166666666667,-634.4166666666667,-634.4166666666667,-634.4166666666667,-634.4166666666667,-634.4166666666667,-634.4166666666667,-634.4166666666667,-634.4166666666667,-634.4166666666667,-1358.4444444444443,-1353.627450980392,-634.4166666666667,-634.4166666666667,-634.4166666666667,-634.4166666666667,-634.4166666666667,-634.4166666666667,-634.4166666666667,-634.4166666666667
YBL098W,-623.7466666666667,-2090.046153846154,-623.7466666666667,-593.0,-623.7466666666667,-623.7466666666667,-623.7466666666667,-623.7466666666667,-1023.7,-2090.546153846154,-2090.546153846154,-1186.9545454545455,-2090.546153846154,-2090.546153846154,-623.7466666666667,-623.7466666666667,-623.7466666666667,-623.7466666666667,-2090.546153846154,-2090.546153846154,-623.7466666666667,-2090.046153846154
YBL099W,-1857.4,-1472.666666666667,-1857.4,-1857.4,-1857.4,-1857.4,-1857.4,-1857.4,-1472.666666666667,-1472.666666666667,-1472.666666666667,-1472.666666666667,-1472.666666666667,-1472.666666666667,-1857.4,-1857.4,-1857.4,-1857.4,-2167.433333333333,-2167.433333333333,-1857.4,-1857.4
YBL102W,-2833.7954545454545,-1789.7307692307693,-2187.0476190476197,-2187.0476190476197,-2187.0476190476197,-2187.0476190476197,-2187.0476190476197,-2187.0476190476197,-1789.7307692307693,-1789.7307692307693,-1789.7307692307693,-2871.8425925925926,-2187.0476190476197,-1789.7307692307693,-2187.0476190476197,-2187.0476190476197,-2187.0476190476197,-2187.0476190476197,-1789.7307692307693,-1789.7307692307693,-2187.0476190476197,-2833.7954545454545
YBL106C,-1715.014035087719,-2227.2809523809524,-1763.966666666667,-1763.966666666667,-1763.966666666667,-1763.966666666667,-1763.966666666667,-1763.966666666667,-1715.014035087719,-2274.3809523809523,-2274.3809523809523,-2328.2809523809524,-2269.3809523809523,-2227.2809523809524,-1763.966666666667,-1763.966666666667,-1763.966666666667,-1763.966666666667,-698.7156862745097,-698.7156862745097,-1763.966666666667,-1712.9095238095235
YBR003W,-1680.1823529411765,-1294.0476190476193,-1680.1823529411765,-1680.1823529411765,-1680.1823529411765,-1680.1823529411765,-1680.1823529411765,-1680.1823529411765,-1644.1823529411765,-1650.2714285714285,-1650.2714285714285,-1671.8384615384616,-1844.1666666666665,-1294.0476190476193,-1644.1823529411765,-1680.1823529411765,-1680.1823529411765,-1680.1823529411765,-1765.888888888889,-1765.888888888889,-1680.1823529411765,-1680.1823529411765
YBR011C,-943.9288888888887,-943.9288888888887,-943.9288888888887,-943.9288888888887,-943.9288888888887,-943.9288888888887,-943.9288888888887,-943.9288888888887,-943.9288888888887,-943.9288888888887,-943.9288888888887,-939.1288888888887,-652.0757575757575,-943.9288888888887,-943.9288888888887,-943.9288888888887,-943.9288888888887,-943.9288888888887,-943.9288888888887,-943.9288888888887,-943.9288888888887,-943.9288888888887
YBR015C,-1030.1066666666666,-1030.1066666666666,-1030.1066666666666,-1030.1066666666666,-1030.470303030303,-1030.1066666666666,-1030.1066666666666,-1030.470303030303,-2230.437619047619,-2229.344761904762,-2229.344761904762,-2229.344761904762,-431.89655172413785,-2229.344761904762,-2230.437619047619,-1030.470303030303,-1030.1066666666666,-1030.470303030303,-2230.437619047619,-2230.437619047619,-1030.470303030303,-1982.700606060606
YBR024W,-1443.35,-1443.35,-1443.35,-1443.35,-1443.35,-1443.35,-1443.35,-1443.35,-1177.9250000000004,-995.9285714285713,-995.9285714285713,-1177.9250000000004,-979.4166666666665,-995.9285714285713,-1177.9250000000004,-1443.35,-1443.35,-1443.35,-979.4166666666665,-979.4166666666665,-1443.35,-1443.35
YBR037C,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-2070.479411764706,-1973.9794117647061,-1973.9794117647061,-2070.479411764706,-2070.479411764706
YBR039W,-1183.9,-1183.9,-1183.9,-1183.9,-1612.8285714285714,-1183.9,-1183.9,-1183.9,-1274.5416666666667,-1448.966666666667,-1448.966666666667,-1183.9,-1183.9,-1185.9,-1274.5416666666667,-1612.8285714285714,-1183.9,-1612.8285714285714,-1183.9,-1183.9,-1612.8285714285714,-1183.9
YBR041W,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1360.5238095238094,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665,-1069.6666666666665
YBR046C,-652.6017316017317,-574.9030303030304,-574.9030303030304,-574.9030303030304,-574.9030303030304,-1320.5908424908425,-574.9030303030304,-574.9030303030304,-1240.4097363083165,-1240.4097363083165,-1240.4097363083165,-1974.9058147396888,-1240.4097363083165,-652.6017316017317,-1240.4097363083165,-574.9030303030304,-599.5971479500893,-574.9030303030304,-1240.4097363083165,-1240.4097363083165,-574.9030303030304,-1048.8848039215686
YBR052C,-1245.0,-1245.0,-1245.0,-1245.0,-1245.0,-1245.0,-1245.0,-1245.0,-1245.0,-1245.0,-1245.0,-1252.0,-1245.0,-1245.0,-1245.0,-1245.0,-1245.0,-1245.0,-1245.0,-1245.0,-1245.0,-1245.0
YBR059C,-1302.8076923076926,-1302.8076923076926,-1302.8076923076926,-1302.8076923076926,-1302.8076923076926,-1302.8076923076926,-1302.8076923076926,-1302.8076923076926,-1302.8076923076926,-1302.8076923076926,-1302.8076923076926,-947.5,-1639.8076923076926,-1302.8076923076926,-1302.8076923076926,-1302.8076923076926,-1302.8076923076926,-1302.8076923076926,-947.5,-947.5,-1302.8076923076926,-1302.8076923076926
YBR072W,-1549.4385964912287,-2391.9947552447547,-2484.903846153846,-2477.118131868132,-2484.903846153846,-2484.903846153846,-1551.3333333333335,-2484.903846153846,-2442.466346153846,-1551.3333333333335,-1551.3333333333335,-1551.3333333333335,-1551.3333333333335,-2420.9615384615386,-2442.466346153846,-2484.903846153846,-2484.903846153846,-2484.903846153846,-1551.3333333333335,-1551.3333333333335,-2484.903846153846,-1549.4385964912287
YBR078W,-852.0,-325.07407407407413,-496.32156862745086,-496.32156862745086,-1034.5882352941176,-1034.5882352941176,-1034.5882352941176,-1034.5882352941176,-852.0,-852.0,-852.0,-512.6111111111112,-840.0,-852.0,-1034.5882352941176,-1034.5882352941176,-496.32156862745086,-1034.5882352941176,-852.0,-852.0,-1034.5882352941176,-496.32156862745086
YBR079C,-1960.1904761904764,-1404.377192982456,-1065.1666666666665,-1065.1666666666665,-1065.1666666666665,-1960.1904761904764,-1960.1904761904764,-1065.1666666666665,-1890.242857142857,-1404.377192982456,-1404.377192982456,-1960.1904761904764,-1890.242857142857,-1960.1904761904764,-1960.1904761904764,-1065.1666666666665,-1960.1904761904764,-1065.1666666666665,-1784.942857142857,-1784.942857142857,-1065.1666666666665,-1065.1666666666665
YBR080C,-912.0,-912.0,-912.0,-912.0,-912.0,-912.0,-912.0,-912.0,-912.0,-912.0,-912.0,-912.0,-557.1476190476191,-912.0,-912.0,-912.0,-912.0,-912.0,-912.0,-912.0,-912.0,-912.0
YBR082C,-1458.7847953216374,-1703.8111111111111,-1458.7847953216374,-1458.7847953216374,-1571.1166666666666,-1458.7847953216374,-1458.7847953216374,-1571.1166666666666,-1703.8111111111111,-1703.8111111111111,-1703.8111111111111,-1703.8111111111111,-1703.8111111111111,-2202.515476190476,-1458.7847953216374,-1571.1166666666666,-1458.7847953216374,-1571.1166666666666,-1703.8111111111111,-1703.8111111111111,-1571.1166666666666,-1458.7847953216374
YBR084W,-1822.7727272727273,-1572.7727272727273,-1822.7727272727273,-1822.7727272727273,-1822.7727272727273,-1822.7727272727273,-1822.7727272727273,-1822.7727272727273,-1572.7727272727273,-353.46428571428584,-353.46428571428584,-1822.7727272727273,-1822.7727272727273,-1572.7727272727273,-1822.7727272727273,-1822.7727272727273,-1822.7727272727273,-1822.7727272727273,-290.96428571428584,-290.96428571428584,-1822.7727272727273,-1822.7727272727273
