gene,273614N_0.25CDS40,378604X_0.25CDS40,BC187_0.25CDS40,DBVPG1106_0.25CDS40,DBVPG1373_0.25CDS40,DBVPG6765_0.25CDS40,L_1374_0.25CDS40,NCYC361_0.25CDS40,SK1_0.25CDS40,UWOPS05_217_3_0.25CDS40,UWOPS05_227_2_0.25CDS40,UWOPS83_787_3_0.25CDS40,UWOPS87_2421_0.25CDS40,Y12_0.25CDS40,Y55_0.25CDS40,YJM975_0.25CDS40,YJM978_0.25CDS40,YJM981_0.25CDS40,YPS128_0.25CDS40,YPS606_0.25CDS40,YS2_0.25CDS40,YS9_0.25CDS40
YAL053W,-964.9,-964.9,-2210.4771428571426,-2210.4771428571426,-2210.4771428571426,-2210.4771428571426,-2210.4771428571426,-2210.4771428571426,-2210.4771428571426,-1632.291666666667,-1632.291666666667,-964.9,-2210.4771428571426,-2210.4771428571426,-964.9,-2210.4771428571426,-2210.4771428571426,-2210.4771428571426,-964.9,-964.9,-2210.4771428571426,-2210.4771428571426
YAL060W,-2532.432900432901,-2098.4666666666667,-2532.432900432901,-2503.1060606060605,-2532.432900432901,-2532.432900432901,-2532.432900432901,-2532.432900432901,-2532.432900432901,-2098.4666666666667,-2098.4666666666667,-2162.4166666666665,-2041.264705882353,-2098.4666666666667,-2162.4166666666665,-2532.432900432901,-2532.432900432901,-2532.432900432901,-2162.4166666666665,-2162.4166666666665,-2273.770833333333,-2162.4166666666665
YAR007C,-1516.3695652173913,-1778.1720430107525,-1096.26,-1096.26,-1096.26,-1096.26,-1096.26,-1096.26,-1778.1720430107525,-1516.3695652173913,-1516.3695652173913,-1534.513333333333,-1096.26,-1778.1720430107525,-1516.3695652173913,-1096.26,-1096.26,-1096.26,-1516.3695652173913,-1516.3695652173913,-1096.26,-1320.5
YAR008W,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-926.787517934003,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285,-1088.7714285714285
YAR015W,-676.6230769230771,-1059.927777777778,-676.6230769230771,-676.6230769230771,-676.6230769230771,-676.6230769230771,-676.6230769230771,-676.6230769230771,-1059.927777777778,-676.6230769230771,-676.6230769230771,-1107.0277777777776,-676.6230769230771,-1059.927777777778,-676.6230769230771,-676.6230769230771,-676.6230769230771,-676.6230769230771,-1107.0277777777776,-1107.0277777777776,-676.6230769230771,-676.6230769230771
YAR018C,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-718.4580745341615,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452,-1224.0549450549452
YAR042W,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1394.6543859649123,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333,-1314.7333333333333
YBL002W,-1870.666666666667,-1735.666666666667,-1870.666666666667,-1870.666666666667,-1870.666666666667,-1870.666666666667,-1870.666666666667,-1870.666666666667,-1735.666666666667,-1735.666666666667,-1735.666666666667,-1735.666666666667,-1735.666666666667,-1735.666666666667,-1735.666666666667,-1870.666666666667,-1870.666666666667,-1870.666666666667,-1735.666666666667,-1735.666666666667,-1870.666666666667,-1870.666666666667
YBL004W,-1683.8865546218487,-1476.1,-1476.1,-1476.1,-1476.1,-1476.1,-1476.1,-1476.1,-1476.1,-1388.921052631579,-1388.921052631579,-921.5487804878047,-1041.9455172413793,-1306.9615384615386,-1476.1,-1476.1,-1476.1,-1476.1,-1388.921052631579,-1388.921052631579,-1476.1,-1476.1
YBL015W,-1030.0238095238096,-1401.357142857143,-1030.0238095238096,-1030.0238095238096,-1030.0238095238096,-1030.0238095238096,-1030.0238095238096,-1030.0238095238096,-1067.7692307692307,-1067.7692307692307,-1067.7692307692307,-1021.78,-1030.0238095238096,-1067.7692307692307,-1067.7692307692307,-1030.0238095238096,-1030.0238095238096,-1030.0238095238096,-1067.7692307692307,-1067.7692307692307,-1030.0238095238096,-1067.7692307692307
YBL016W,-1365.466666666667,-1365.466666666667,-1365.466666666667,-1365.466666666667,-1365.466666666667,-1365.466666666667,-1365.466666666667,-1365.466666666667,-1865.3095238095239,-1365.466666666667,-1365.466666666667,-1865.3095238095239,-1365.466666666667,-1365.466666666667,-1865.3095238095239,-1365.466666666667,-1365.466666666667,-1365.466666666667,-1362.4199134199134,-1362.4199134199134,-1365.466666666667,-1365.466666666667
YBL017C,-1635.7516339869285,-424.0,-1635.7516339869285,-1635.7516339869285,-1523.7777777777776,-1635.7516339869285,-1635.7516339869285,-1771.1170186023126,-1004.2816091954023,-424.0,-424.0,-609.25,-1635.7516339869285,-596.1515151515151,-1004.2816091954023,-1523.7777777777776,-1635.7516339869285,-1523.7777777777776,-424.0,-424.0,-1771.1170186023126,-1523.7777777777776
YBL020W,-1719.5349206349204,-1719.5349206349204,-1719.5349206349204,-1719.5349206349204,-1719.5349206349204,-1719.5349206349204,-1719.5349206349204,-1719.5349206349204,-1917.945238095238,-919.0128205128204,-919.0128205128204,-1719.5349206349204,-1771.6182539682538,-1719.5349206349204,-1917.945238095238,-1719.5349206349204,-1719.5349206349204,-1719.5349206349204,-1719.5349206349204,-1719.5349206349204,-1719.5349206349204,-1719.5349206349204
YBL022C,-443.33333333333326,-308.93225806451613,-308.93225806451613,-308.93225806451613,-734.257142857143,-308.93225806451613,-308.93225806451613,-734.257142857143,-443.33333333333326,-880.0666666666666,-880.0666666666666,-308.93225806451613,-308.93225806451613,-308.93225806451613,-443.33333333333326,-734.257142857143,-308.93225806451613,-734.257142857143,-308.93225806451613,-308.93225806451613,-734.257142857143,-880.0666666666666
YBL024W,-371.9545454545455,-655.1662852784136,-371.9545454545455,-99.43333333333332,-371.9545454545455,-371.9545454545455,-99.43333333333332,-371.9545454545455,-371.9545454545455,-696.6495388669302,-696.6495388669302,-655.1662852784136,-729.2859025032941,-371.9545454545455,-371.9545454545455,-371.9545454545455,-371.9545454545455,-371.9545454545455,-729.2859025032941,-729.2859025032941,-371.9545454545455,-371.9545454545455
YBL026W,-912.3636363636364,-912.3636363636364,-912.3636363636364,-912.3636363636364,-912.3636363636364,-912.3636363636364,-912.3636363636364,-912.3636363636364,-801.5,-912.3636363636364,-912.3636363636364,-912.3636363636364,-912.3636363636364,-912.3636363636364,-801.5,-912.3636363636364,-912.3636363636364,-912.3636363636364,-912.3636363636364,-912.3636363636364,-912.3636363636364,-912.3636363636364
YBL030C,-1894.6785714285716,-1886.197368421053,-1894.6785714285716,-1886.197368421053,-1894.6785714285716,-1918.333333333333,-1894.6785714285716,-1894.6785714285716,-1886.197368421053,-1886.197368421053,-1886.197368421053,-1886.197368421053,-1886.197368421053,-1886.197368421053,-1886.197368421053,-1894.6785714285716,-1894.6785714285716,-1894.6785714285716,-1886.197368421053,-1886.197368421053,-1894.6785714285716,-1317.6785714285713
YBL032W,-1293.9545454545455,-1684.0,-1268.1538461538462,-1268.1538461538462,-1268.1538461538462,-1268.1538461538462,-1268.1538461538462,-1268.1538461538462,-1514.657894736842,-1268.1538461538462,-1268.1538461538462,-1268.1538461538462,-1684.0,-1268.1538461538462,-1514.657894736842,-1268.1538461538462,-1268.1538461538462,-1268.1538461538462,-1268.1538461538462,-1268.1538461538462,-1268.1538461538462,-1268.1538461538462
YBL039C,-1205.6190476190475,-1171.247126436782,-1171.247126436782,-1171.247126436782,-1171.247126436782,-1171.247126436782,-1171.247126436782,-1171.247126436782,-1666.3268398268397,-1666.3268398268397,-1666.3268398268397,-1205.6190476190475,-1171.247126436782,-1171.247126436782,-1666.3268398268397,-1171.247126436782,-1171.247126436782,-1171.247126436782,-1205.6190476190475,-1205.6190476190475,-1171.247126436782,-1171.247126436782
YBL040C,-2244.352631578948,-2244.352631578948,-2244.352631578948,-2244.352631578948,-2244.352631578948,-2244.352631578948,-2244.352631578948,-2244.352631578948,-2185.8338815789475,-2244.352631578948,-2244.352631578948,-2244.352631578948,-2244.352631578948,-2244.352631578948,-2185.8338815789475,-2244.352631578948,-2244.352631578948,-2244.352631578948,-2244.352631578948,-2244.352631578948,-2244.352631578948,-2244.352631578948
YBL041W,-1559.333333333333,-1559.333333333333,-1559.333333333333,-1559.333333333333,-1753.25,-1559.333333333333,-1559.333333333333,-1753.25,-1559.333333333333,-1559.333333333333,-1559.333333333333,-1559.333333333333,-1559.333333333333,-1559.333333333333,-1559.333333333333,-1753.25,-1559.333333333333,-1753.25,-1559.333333333333,-1559.333333333333,-1753.25,-1559.333333333333
YBL045C,-1741.2500000000002,-1741.2500000000002,-1741.2500000000002,-1741.2500000000002,-1741.2500000000002,-1741.2500000000002,-1741.2500000000002,-1741.2500000000002,-1831.083333333333,-1660.4285714285716,-1660.4285714285716,-1831.083333333333,-2211.820569105691,-1831.083333333333,-1831.083333333333,-1741.2500000000002,-1741.2500000000002,-1741.2500000000002,-1831.083333333333,-1831.083333333333,-1741.2500000000002,-1741.2500000000002
YBL047C,-902.3729296066252,-902.3729296066252,-902.3729296066252,-902.3729296066252,-902.3729296066252,-540.5,-1152.4979296066251,-902.3729296066252,-1287.6507936507935,-912.6764705882354,-912.6764705882354,-1287.6507936507935,-1049.0271512113618,-1001.6764705882354,-1287.6507936507935,-902.3729296066252,-912.6764705882354,-902.3729296066252,-912.6764705882354,-912.6764705882354,-902.3729296066252,-1001.6764705882354
YBL050W,-1749.757142857143,-1749.757142857143,-1749.757142857143,-1749.757142857143,-1749.757142857143,-1749.757142857143,-1749.757142857143,-1749.757142857143,-2089.3860028860026,-1648.0849673202615,-1648.0849673202615,-2066.2558441558444,-1749.757142857143,-1749.757142857143,-2089.3860028860026,-1749.757142857143,-1749.757142857143,-1749.757142857143,-2066.2558441558444,-2066.2558441558444,-1749.757142857143,-1749.757142857143
YBL057C,-237.05324675324675,-552.2342995169083,-552.2342995169083,-552.2342995169083,-552.2342995169083,-552.2342995169083,-552.2342995169083,-552.2342995169083,-632.2342995169082,-632.2342995169082,-632.2342995169082,-490.73429951690827,-632.2342995169082,-632.2342995169082,-632.2342995169082,-552.2342995169083,-552.2342995169083,-552.2342995169083,-632.2342995169082,-632.2342995169082,-552.2342995169083,-552.2342995169083
YBL064C,-856.3,-815.3666666666666,-815.3666666666666,-1463.9439393939394,-815.3666666666666,-815.3666666666666,-815.3666666666666,-815.3666666666666,-815.3666666666666,-1572.8,-1572.8,-1238.5928571428572,-1435.625,-1462.1636363636364,-815.3666666666666,-815.3666666666666,-815.3666666666666,-815.3666666666666,-1435.625,-1435.625,-815.3666666666666,-1767.6287545787545
YBL075C,-1459.4285714285716,-930.6111111111113,-930.6111111111113,-930.6111111111113,-930.6111111111113,-930.6111111111113,-930.6111111111113,-930.6111111111113,-1460.3137254901962,-1460.3137254901962,-1460.3137254901962,-1460.3137254901962,-1460.3137254901962,-930.6111111111113,-1460.3137254901962,-930.6111111111113,-930.6111111111113,-930.6111111111113,-1460.3137254901962,-1460.3137254901962,-930.6111111111113,-930.6111111111113
YBL076C,-8.309090909090912,-99.50909090909096,-99.50909090909096,-99.50909090909096,-99.50909090909096,-99.50909090909096,-99.50909090909096,-99.50909090909096,-99.50909090909096,-99.50909090909096,-99.50909090909096,-114.84242424242427,-99.50909090909096,-99.50909090909096,-99.50909090909096,-99.50909090909096,-99.50909090909096,-99.50909090909096,-8.309090909090912,-8.309090909090912,-99.50909090909096,-99.50909090909096
YBL079W,-181.86666666666648,-181.86666666666648,-883.8508771929826,-955.1,-955.1,-955.1,-955.1,-955.1,-955.1,-579.4035087719298,-579.4035087719298,-1119.8636363636363,-956.8103448275864,-1499.6250000000002,-955.1,-955.1,-955.1,-955.1,-955.1,-955.1,-955.1,-1195.25
YBL091C,-947.0666666666667,-947.0666666666667,-947.0666666666667,-947.0666666666667,-947.0666666666667,-947.0666666666667,-947.0666666666667,-947.0666666666667,-947.0666666666667,-893.5714285714287,-893.5714285714287,-947.0666666666667,-947.0666666666667,-947.0666666666667,-947.0666666666667,-947.0666666666667,-947.0666666666667,-947.0666666666667,-947.0666666666667,-947.0666666666667,-947.0666666666667,-947.0666666666667
YBL092W,-927.6523125996813,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133,-927.6523125996813,-927.6523125996813,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133,-1916.7519607843133
YBL098W,-1119.4354838709678,-1195.0506993006993,-1119.4354838709678,-1119.4354838709678,-1119.4354838709678,-1119.4354838709678,-1119.4354838709678,-1119.4354838709678,-1119.4354838709678,-1169.0506993006993,-1169.0506993006993,-927.45,-1169.0506993006993,-1169.0506993006993,-1119.4354838709678,-1119.4354838709678,-1119.4354838709678,-1119.4354838709678,-1169.0506993006993,-1169.0506993006993,-1119.4354838709678,-1169.0506993006993
YBL099W,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1342.9285714285713,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526,-1401.473684210526
YBL102W,-1358.7315789473682,-1706.716666666667,-636.3904761904762,-1358.7315789473682,-636.3904761904762,-636.3904761904762,-636.3904761904762,-636.3904761904762,-1481.3684210526314,-1706.716666666667,-1706.716666666667,-1760.3000000000004,-1358.7315789473682,-1706.716666666667,-636.3904761904762,-636.3904761904762,-1358.7315789473682,-636.3904761904762,-1706.716666666667,-1706.716666666667,-636.3904761904762,-1701.7
YBL106C,-2515.2613636363635,-2515.2613636363635,-2511.516363636364,-2515.2613636363635,-2511.516363636364,-2511.516363636364,-2511.516363636364,-2511.516363636364,-1565.3495670995676,-2573.7613636363635,-2573.7613636363635,-2421.5113636363635,-656.0128205128206,-2515.2613636363635,-2511.516363636364,-2511.516363636364,-2515.2613636363635,-2511.516363636364,-2005.1571428571426,-2005.1571428571426,-2511.516363636364,-2515.2613636363635
YBR003W,327.41666666666674,-613.8571428571429,327.41666666666674,327.41666666666674,327.41666666666674,327.41666666666674,327.41666666666674,327.41666666666674,-477.56666666666666,-1139.017857142857,-1139.017857142857,-570.3333333333333,-899.4086021505376,-613.8571428571429,-477.56666666666666,327.41666666666674,327.41666666666674,327.41666666666674,-477.56666666666666,-477.56666666666666,327.41666666666674,327.41666666666674
YBR011C,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-572.9245283018868,-1332.9285714285716
YBR015C,-1956.888888888889,-1956.888888888889,-1956.888888888889,-1956.888888888889,-1956.888888888889,-1956.888888888889,-1956.888888888889,-1956.888888888889,-2205.787464985994,-2205.787464985994,-2205.787464985994,-2205.787464985994,-1956.888888888889,-1549.4,-2205.787464985994,-1956.888888888889,-1956.888888888889,-1956.888888888889,-2205.787464985994,-2205.787464985994,-1956.888888888889,-1956.888888888889
YBR024W,-978.0625,-978.0625,-978.0625,-978.0625,-978.0625,-978.0625,-978.0625,-978.0625,-978.75,-978.75,-978.75,-978.75,-978.75,-978.75,-978.75,-978.0625,-978.0625,-978.0625,-978.75,-978.75,-978.0625,-978.75
YBR029C,-1033.05,-1222.5,-1222.5,-1222.5,-1222.5,-1222.5,-1222.5,-1222.5,-1222.5,-1222.5,-1222.5,-1222.5,-1008.5,-1033.05,-1222.5,-1222.5,-1222.5,-1222.5,-1033.05,-1033.05,-1222.5,-1068.5454545454545
YBR037C,-1191.5,-1191.5,-1191.5,-1191.5,-1191.5,-1191.5,-1191.5,-1191.5,-1525.7857142857142,-1525.7857142857142,-1525.7857142857142,-1525.7857142857142,-1191.5,-1191.5,-1525.7857142857142,-1191.5,-1191.5,-1191.5,-1525.7857142857142,-1525.7857142857142,-1191.5,-1191.5
YBR039W,-1389.252380952381,-1641.661111111111,-1641.661111111111,-1641.661111111111,-1184.5968253968256,-1641.661111111111,-1641.661111111111,-1641.661111111111,-1096.1662337662337,-1082.0825396825398,-1082.0825396825398,-1389.252380952381,-1397.3968253968255,-1397.3968253968255,-1096.1662337662337,-1184.5968253968256,-1641.661111111111,-1184.5968253968256,-1397.3968253968255,-1397.3968253968255,-1184.5968253968256,-1397.3968253968255
YBR041W,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972,-1783.8095238095239,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972,-542.1253101736972
YBR046C,-902.4047619047619,199.7894736842104,199.7894736842104,199.7894736842104,199.7894736842104,-481.86666666666673,199.7894736842104,199.7894736842104,223.7894736842104,-635.8188405797101,-635.8188405797101,199.7894736842104,199.7894736842104,-902.4047619047619,223.7894736842104,199.7894736842104,199.7894736842104,199.7894736842104,199.7894736842104,199.7894736842104,199.7894736842104,199.7894736842104
YBR052C,-760.8152709359607,-1317.562049062049,-1317.562049062049,-1317.562049062049,-1317.562049062049,-1317.562049062049,-1317.562049062049,-1317.562049062049,-1317.562049062049,-760.8152709359607,-760.8152709359607,-962.2222222222224,-1317.562049062049,-1317.562049062049,-1317.562049062049,-1317.562049062049,-1317.562049062049,-1317.562049062049,-1317.562049062049,-1317.562049062049,-1317.562049062049,-1317.562049062049
YBR054W,-1750.6545454545455,-1295.9454545454546,-1295.9454545454546,-1295.9454545454546,-1295.9454545454546,-1295.9454545454546,-1295.9454545454546,-1295.9454545454546,-1295.9454545454546,-914.3,-914.3,-1563.9045454545455,-1295.9454545454546,-1750.6545454545455,-1295.9454545454546,-1295.9454545454546,-1295.9454545454546,-1295.9454545454546,-1750.6545454545455,-1750.6545454545455,-1295.9454545454546,-1295.9454545454546
YBR059C,-929.343137254902,-929.343137254902,-929.343137254902,-929.343137254902,-929.343137254902,-929.343137254902,-929.343137254902,-929.343137254902,-929.343137254902,-787.6190476190477,-787.6190476190477,-929.343137254902,-798.6111111111112,-929.343137254902,-929.343137254902,-929.343137254902,-929.343137254902,-929.343137254902,-929.343137254902,-929.343137254902,-929.343137254902,-929.343137254902
YBR072W,-1533.3557971014493,-1037.5289377289378,-1037.5289377289378,-1037.5289377289378,-1037.5289377289378,-1037.5289377289378,-1533.3557971014493,-1037.5289377289378,-1046.7967948717946,-1533.3557971014493,-1533.3557971014493,-1533.3557971014493,-1533.3557971014493,-1552.354515050167,-1046.7967948717946,-1037.5289377289378,-1037.5289377289378,-1037.5289377289378,-1533.3557971014493,-1533.3557971014493,-1037.5289377289378,-1533.3557971014493
YBR078W,-1079.3538024475524,-1213.5090346027844,-1217.7863554018445,-1217.7863554018445,-1216.027462121212,-1216.027462121212,-1216.027462121212,-1216.027462121212,-1213.5090346027844,-1220.6248647186144,-1220.6248647186144,-1220.7597853535353,-1213.5090346027844,-1079.3538024475524,-1216.027462121212,-1216.027462121212,-1217.7863554018445,-1216.027462121212,-1218.7127768065268,-1218.7127768065268,-1216.027462121212,-1091.0420075757577
YBR079C,-1497.5277777777776,-1507.9444444444446,-1509.9404761904764,-1509.9404761904764,-1509.9404761904764,-1705.6183473389356,-1705.6183473389356,-1509.9404761904764,-1705.6183473389356,-1507.9444444444446,-1507.9444444444446,-1705.6183473389356,-1705.6183473389356,-1528.5595238095239,-1705.6183473389356,-1509.9404761904764,-1705.6183473389356,-1509.9404761904764,-1705.6183473389356,-1705.6183473389356,-1509.9404761904764,-1526.7500000000002
YBR080C,-2144.918859649123,-841.9189189189191,-526.2,-526.2,-1790.2282467532468,-526.2,-526.2,-1790.2282467532468,-2144.918859649123,-1845.1152882205515,-1845.1152882205515,-2144.918859649123,-526.2,-2144.918859649123,-526.2,-1790.2282467532468,-526.2,-1790.2282467532468,-526.2,-526.2,-1790.2282467532468,-526.2
YBR082C,-947.329268292683,-1096.4988095238098,-947.329268292683,-947.329268292683,-947.329268292683,-947.329268292683,-947.329268292683,-947.329268292683,-1096.4988095238098,-1096.4988095238098,-1096.4988095238098,-1096.4988095238098,-1096.4988095238098,-1096.4988095238098,-947.329268292683,-947.329268292683,-947.329268292683,-947.329268292683,-1096.4988095238098,-1096.4988095238098,-947.329268292683,-947.329268292683
YBR084W,-811.2692307692308,-811.2692307692308,-811.2692307692308,-811.2692307692308,-811.2692307692308,-811.2692307692308,-811.2692307692308,-811.2692307692308,-1958.8728461081405,-811.2692307692308,-811.2692307692308,-811.2692307692308,-811.2692307692308,-894.2833333333333,-811.2692307692308,-811.2692307692308,-811.2692307692308,-811.2692307692308,-811.2692307692308,-811.2692307692308,-811.2692307692308,-811.2692307692308
