"gene","X273614N","X378604X","BC187","DBVPG1106","DBVPG1373","DBVPG6765","L_1374","NCYC361","SK1","UWOPS05_217_3","UWOPS05_227_2","UWOPS83_787_3","UWOPS87_2421","Y12","Y55","YJM975","YJM978","YJM981","YPS128","YPS606","YS2","YS9"
"YBR086C",-887.66,-895.07,-887.55,-897.56,-887.55,-886.31,-886.31,-887.55,-897.27,-890.45,-890.45,-894.36,-887.93,-897.59,-886.31,-887.55,-887.55,-887.55,-899.12,-899.12,-887.55,-893.09
"YCR008W",-660.28,-666.25,-660.28,-660.28,-660.28,-660.28,-660.28,-660.28,-660.13,-662.06,-662.06,-663.3,-663.3,-657.85,-660.28,-660.28,-660.28,-660.28,-663.3,-663.3,-660.28,-660.28
"YCL057C-A",-125.02,-129.99,-125.02,-125.02,-125.02,-125.02,-125.02,-125.02,-125.02,-126.38,-126.38,-127.63,-127.63,-127.66,-125.02,-125.02,-125.02,-125.02,-127.66,-127.66,-125.02,-125.02
"YDL229W",-668.06,-668.06,-668.5,-668.5,-668.06,-668.06,-668.06,-668.06,-667.97,-668.06,-668.06,-667.6,-665.9,-668.06,-668.06,-668.06,-668.06,-668.06,-668.23,-668.23,-668.06,-671.92
"YOR158W",-273.56,-275.25,-273.56,-273.52,-273.63,-273.63,-273.63,-273.63,-278.39,-276.19,-276.19,-273.49,-278.39,-276.57,-278.39,-273.63,-273.63,-273.63,-277,-277,-273.63,-273.63
"YBL022C",-1100.4,-1100.3,-1097.41,-1097.41,-1096.94,-1097.41,-1097.61,-1096.94,-1099.89,-1095.19,-1095.19,-1097.42,-1092.56,-1101.36,-1099.89,-1096.94,-1097.41,-1096.94,-1097.42,-1097.42,-1096.94,-1095.51
"YOR327C",-139.59,-140.75,-139.59,-139.59,-139.59,-139.59,-139.59,-139.59,-138.88,-136.86,-136.86,-138.88,-139.09,-137.64,-138.88,-139.59,-139.59,-139.59,-138.88,-138.88,-139.59,-139.59
"YIL070C",-264.2,-261.6,-261.6,-264.09,-261.6,-261.6,-261.6,-261.6,-264.96,-263.47,-263.47,-262.05,-268.15,-265.04,-261.18,-261.6,-261.6,-261.6,-264,-264,-261.6,-261.47
"YOR116C",-1522.65,-1521.6,-1521.6,-1521.29,-1518.82,-1521.6,-1522.84,-1518.82,-1525.53,-1535.35,-1535.35,-1527,-1519.7,-1522.64,-1525.53,-1516.35,-1518.82,-1518.82,-1518.63,-1518.63,-1518.82,-1518.82
"YOR131C",-243.77,-243.77,-241.32,-239.38,-239.38,-241.32,-239.38,-241.26,-239.52,-236.81,-236.81,-244.03,-238.8,-240.24,-239.52,-239.38,-239.38,-239.38,-238.8,-238.8,-239.38,-239.38
"YIL041W",-351.9,-355.26,-355.26,-355.52,-355.26,-352.45,-353.61,-355.26,-355.59,-353.93,-353.93,-354.13,-352.41,-350.76,-352.45,-355.26,-353.61,-353.61,-353.34,-353.34,-355.26,-353.34
"YKR081C",-312.03,-310.3,-318.48,-316.85,-316.85,-316.85,-316.85,-316.85,-312.57,-313.04,-313.04,-315,-312.03,-312.95,-312.57,-316.85,-316.85,-316.85,-316.83,-316.83,-316.85,-316.85
"YGR175C",-553.9,-561.61,-560.3,-559.75,-559.75,-560.28,-559.75,-559.75,-564.67,-561.31,-561.31,-563.65,-559.75,-564.65,-564.67,-559.75,-559.75,-559.75,-563.65,-563.65,-559.75,-559.15
"YDL131W",-467.53,-467.53,-469.81,-469.81,-469.81,-469.81,-469.81,-469.81,-473.03,-471.29,-471.29,-469.81,-469.81,-473.52,-469.81,-469.81,-469.81,-469.81,-475.85,-471.81,-469.81,-470.65
"YKL196C",-233.13,-238.22,-233.13,-235.1,-233.13,-233.13,-233.13,-233.13,-238.22,-238.22,-238.22,-235.15,-233.13,-238.22,-238.22,-233.13,-233.13,-233.13,-238.97,-238.97,-235.1,-238.22
"YNL088W",-1291.15,-1292.88,-1291.6,-1291.6,-1292.88,-1292.58,-1292.88,-1292.88,-1290.33,-1286.69,-1286.69,-1285.24,-1287.75,-1291.34,-1292.99,-1292.88,-1292.88,-1297.64,-1277.92,-1277.92,-1292.88,-1289.66
"YLR192C",-314.14,-309.74,-314.43,-314.51,-314.51,-314.43,-314.51,-314.51,-314.83,-310.21,-310.21,-316.96,-314.53,-314.45,-314.83,-314.51,-314.51,-314.51,-313.74,-313.74,-314.51,-314.51
"YBR029C",-619.19,-621.36,-619.98,-620.51,-620.43,-620.51,-618.41,-620.43,-621.73,-623.11,-623.11,-617.58,-616.82,-619.19,-621.73,-620.43,-620.43,-620.43,-619.66,-619.66,-620.43,-619.76
"YHR197W",-680.84,-678.86,-681.62,-678.86,-678.86,-681.62,-687.62,-678.86,-678.86,-675.53,-675.53,-683.36,-681.62,-680.84,-678.86,-678.86,-678.86,-687.62,-675.41,-675.41,-678.86,-681.62
"YEL032W",-1060.82,-1058.82,-1064.1,-1059.99,-1060.53,-1061.99,-1059.99,-1060.53,-1048.11,-1057.57,-1057.57,-1059.14,-1060.82,-1049.82,-1059.63,-1060.53,-1060.53,-1060.53,-1056.44,-1056.44,-1060.53,-1059.99
"YLR120C",-685.37,-692.58,-695.42,-694.35,-693.88,-694.95,-694.95,-693.88,-694.2,-692.83,-692.83,-698.85,-689.74,-697.14,-694.2,-693.88,-693.88,-693.88,-692.96,-692.96,-693.88,-693.44
"YDL130W",-128.27,-130.92,-130.26,-130.26,-130.26,-130.26,-130.26,-130.26,-130.92,-131.7,-131.7,-130.26,-130.26,-130.92,-130.26,-130.26,-130.26,-130.26,-131.72,-131.72,-130.26,-130.92
"YOL077W-A",-72.6,-73.43,-72.6,-72.6,-72.6,-72.6,-72.6,-72.6,-72.36,-72.36,-72.36,-72.36,-72.6,-73.43,-72.6,-72.6,-72.6,-72.6,-72.36,-72.36,-72.6,-72.36
"YKL065C",-179.75,-179.75,-179.75,-179.75,-179.75,-179.75,-181.13,-179.75,-177.51,-176.86,-176.86,-177.5,-177.51,-177.21,-177.51,-179.75,-179.75,-179.75,-177.55,-177.55,-179.75,-179.75
"YDR404C",-220.6,-222.42,-220.6,-220.6,-220.6,-220.6,-220.37,-220.6,-225.95,-216.61,-216.61,-220.05,-218.6,-226.6,-225.95,-220.6,-220.6,-220.6,-219.8,-219.8,-220.6,-220.6
"YMR256C",-81.22,-81.22,-81.22,-81.22,-81.18,-81.22,-81.22,-81.18,-81.22,-80.9,-80.9,-81.22,-81.22,-81.22,-81.22,-81.18,-81.18,-81.18,-81.22,-81.22,-81.18,-81.22
"YIL157C",-261.34,-263.64,-261.52,-262.57,-261.52,-261.62,-261.52,-261.52,-260.83,-261.78,-261.78,-263.06,-261.43,-263.64,-261.52,-261.52,-261.52,-261.52,-263.06,-263.06,-261.52,-263.47
"YDL208W",-164.65,-162.92,-164.61,-164.65,-164.65,-164.65,-164.65,-164.61,-161.5,-164.65,-164.67,-163.75,-163.74,-163.49,-164.65,-164.65,-164.8,-164.65,-163.74,-163.74,-164.61,-162.4
"YMR011W",-543.97,-544.43,-543.97,-543.97,-543.97,-543.97,-543.97,-543.97,-550.98,-543.5,-543.5,-542.57,-541.11,-547.89,-550.98,-543.97,-543.97,-543.7,-542.57,-542.57,-543.97,-545.21
"YGR082W",-204.78,-210.13,-204.78,-204.78,-204.78,-204.78,-204.78,-204.78,-206.15,-206.15,-206.15,-205.11,-206.19,-208.37,-206.15,-204.78,-204.78,-204.78,-210.13,-210.13,-204.78,-204.78
"YLR454W",-2260.94,-2255.38,-2260.45,-2262.31,-2262.67,-2260.51,-2259.92,-2262.67,-2270.71,-2272.41,-2272.41,-2274.86,-2273.54,-2253.45,-2260.61,-2262.67,-2262.67,-2262.67,-2271.35,-2271.35,-2262.67,-2269.22
"YNL002C",-288.75,-288.46,-288.46,-288.46,-288.46,-287.9,-287.9,-288.46,-287.1,-286.99,-286.99,-286.52,-288.46,-287.1,-287.75,-288.46,-288.46,-288.46,-287.1,-287.1,-288.46,-288.46
"YDL147W",-406.31,-407.41,-406.31,-406.31,-406.31,-406.31,-406.28,-406.31,-409.58,-407.43,-407.43,-407.54,-404.7,-405.48,-406.31,-406.31,-406.31,-406.31,-407.52,-407.52,-406.31,-406.35
"YLR388W",-190.43,-192.44,-190.43,-190.43,-190.43,-190.43,-190.43,-190.43,-192.44,-196.44,-196.44,-192.44,-195.26,-191.3,-190.43,-190.43,-190.43,-190.43,-195.51,-195.51,-190.43,-189.64
"YOR298C-A",-236.54,-238.23,-239.45,-236.34,-236.49,-236.49,-236.49,-236.34,-236.38,-236.49,-236.49,-234.46,-234.36,-239.45,-236.38,-236.49,-236.34,-236.34,-233.97,-233.97,-236.34,-236.49
"YLR295C",-163.5,-162.95,-163.5,-163.5,-163.5,-163.5,-163.5,-163.5,-163.5,-166.46,-166.46,-161.71,-162.92,-162.92,-162.78,-163.5,-163.5,-163.5,-162.92,-162.92,-163.5,-163.13
"YNL111C",-167.58,-167.58,-167.58,-167.77,-167.58,-167.58,-167.58,-167.58,-170.65,-168.6,-168.6,-169.26,-169.26,-170.65,-171.87,-167.58,-167.58,-167.58,-169.39,-170.23,-167.58,-169.39
"YHR089C",-263.02,-264.03,-263.36,-262.62,-262.62,-262.62,-263.26,-262.62,-261.8,-262.59,-262.59,-263.36,-264.03,-262.59,-261.8,-262.62,-262.62,-262.62,-263.36,-263.37,-262.62,-262.72
"YLR048W",-376.24,-376.89,-376.24,-376.24,-376.24,-376.24,-376.24,-376.24,-379.46,-375.77,-375.77,-376.24,-374.74,-374.33,-379.46,-376.24,-376.24,-376.24,-376.24,-376.24,-376.24,-378.84
"YJL136C",-110.13,-112.92,-110.13,-110.13,-110.13,-110.13,-110.13,-110.13,-109.41,-111.91,-111.91,-112.92,-112.92,-112.92,-109.41,-110.13,-110.13,-110.13,-112.92,-112.92,-110.13,-110.13
"YLR167W",-182.73,-182.73,-182.73,-182.73,-182.73,-182.73,-182.73,-182.73,-180.38,-178.39,-178.39,-179.79,-180.38,-180.38,-180.38,-182.73,-182.73,-182.73,-180.38,-180.38,-182.73,-182.73
"YOL039W",-196.2,-198.17,-197.18,-197.18,-197.18,-197.18,-197.18,-197.18,-193.96,-196.4,-196.4,-194.35,-194.35,-197.98,-197.18,-197.18,-196.71,-197.18,-197.98,-197.98,-197.18,-196.28
"YJR072C",-385.46,-378.56,-378.56,-378.56,-376.96,-378.56,-378.56,-376.96,-382.23,-384.06,-384.06,-386.32,-379.47,-382.23,-382.37,-376.96,-378.56,-376.96,-379.71,-379.71,-376.96,-381.85
"YJL171C",-433.71,-431,-433.71,-433.71,-433.71,-433.71,-433.71,-433.71,-430.45,-429.59,-429.59,-431.78,-429.69,-426.87,-430.45,-433.71,-433.71,-433.71,-431,-431,-433.71,-433.71
"YNL036W",-208.74,-214.45,-209.98,-208.8,-208.8,-208.74,-208.74,-208.8,-216.85,-219.57,-219.57,-216.82,-216.85,-216.85,-209.98,-208.8,-208.8,-208.15,-214.62,-214.62,-208.8,-216.85
"YDR452W",-665.29,-666.95,-664.2,-659.2,-662.75,-661.67,-667.09,-662.75,-664.75,-669.7,-669.7,-665.88,-669.7,-668.62,-664.75,-662.75,-662.75,-662.75,-666.9,-666.9,-662.75,-664
"YMR056C",-403.77,-400.51,-408.25,-408.25,-403.77,-396.88,-403.77,-403.77,-402.82,-401.53,-401.53,-401.85,-402.79,-404.94,-402.82,-403.77,-403.77,-403.77,-401.85,-401.85,-403.77,-408.25
"YLR178C",-260.97,-259.08,-260.97,-260.97,-260.97,-260.97,-261.8,-260.97,-257.76,-261.23,-261.23,-262.24,-262.03,-263.89,-257.76,-260.97,-260.97,-260.97,-266.83,-266.83,-260.97,-264.17
"YKL127W",-605.57,-601.79,-606.47,-605.52,-604.56,-605.57,-606.5,-604.56,-601.71,-602.69,-602.69,-604.83,-598.88,-601.71,-602.09,-604.56,-605.57,-604.56,-601.26,-601.26,-604.56,-605.92
"YHL033C",-419.46,-423.72,-424.17,-423.69,-422.56,-422.56,-421.91,-422.56,-414.69,-423.66,-423.66,-423.25,-427.26,-423.72,-422.56,-422.56,-421.91,-422.56,-424.59,-424.59,-422.56,-422.49
"YMR304W",-1237.32,-1243.62,-1239.93,-1237.32,-1238.84,-1237.32,-1237.32,-1238.84,-1235.82,-1239.26,-1239.26,-1234.45,-1239.93,-1239.9,-1237.32,-1238.84,-1238.84,-1238.84,-1234.47,-1234.47,-1238.84,-1241.05
"YGR088W",-579.51,-575.89,-579.42,-581.72,-579.42,-579.42,-579.42,-579.42,-582.03,-578.19,-578.19,-576.54,-580.15,-579.58,-582.03,-579.42,-579.42,-579.42,-581.22,-581.22,-579.42,-580.73
"YHL021C",-462.1,-463.26,-460.56,-456.42,-460,-461.51,-457.16,-460,-452.9,-459.56,-459.56,-461.5,-459.45,-460.56,-452.9,-460,-457.16,-460,-457.28,-457.28,-460.16,-458.25
"YLL045C",-260.07,-260.12,-260.12,-260.12,-260.12,-258.76,-260.12,-260.12,-257.88,-256.95,-256.95,-260.18,-260.18,-260.15,-260.19,-260.12,-260.12,-260.12,-260.18,-260.18,-260.12,-260.12
"YLR448W",-248.82,-247.5,-248.82,-248.82,-247.5,-247.5,-247.5,-247.5,-247.5,-247.5,-247.5,-239.24,-247.5,-247.89,-247.5,-247.5,-247.5,-247.5,-247.5,-247.5,-247.5,-247.5
"YJL172W",-591.39,-593.11,-593.52,-591.92,-591.39,-591.39,-591.67,-591.39,-592.07,-590.78,-590.78,-597.21,-595.58,-591.37,-592.07,-591.39,-591.39,-591.39,-598.15,-598.15,-591.39,-591.82
"YPR149W",-277.91,-276.42,-277.91,-277.91,-277.91,-277.91,-277.91,-277.91,-277.08,-277.91,-277.91,-275.7,-277.91,-278.47,-277.08,-277.91,-277.91,-277.91,-277.91,-277.91,-277.91,-277.91
"YFL028C",-303.91,-303.91,-303.91,-303.91,-303.91,-303.91,-303.91,-303.91,-301.14,-298.21,-298.21,-294.26,-298.31,-301.57,-301.14,-303.91,-303.91,-300.67,-302.86,-302.86,-303.91,-302.43
"YML073C",-185.18,-185.18,-185.18,-185.18,-185.18,-185.18,-185.18,-185.18,-185.07,-184.22,-184.22,-185.18,-185.18,-185.18,-185.18,-185.18,-185.18,-185.18,-185.18,-185.18,-185.18,-185.18
"YIL034C",-260.78,-262.14,-262.14,-262.14,-262.14,-262.14,-262.14,-262.14,-262.14,-260.88,-260.88,-260.49,-262.14,-260.78,-262.14,-262.14,-262.14,-262.14,-260.88,-260.88,-262.14,-260.78
"YDL122W",-705.84,-701.82,-706.22,-706.03,-706.22,-699.85,-706.22,-706.22,-704.58,-701,-701,-706.03,-703.75,-705.57,-704.58,-706.22,-706.22,-706.22,-700.28,-700.28,-706.22,-707.64
"YKL151C",-486.71,-489.98,-490.28,-487.87,-490.28,-486.16,-490.28,-490.28,-486.79,-485.71,-485.71,-485.37,-490.28,-488.33,-478.6,-490.28,-490.28,-490.28,-478.61,-478.61,-490.28,-491.52
"YGR210C",-487.57,-490.29,-490.29,-490.29,-490.29,-489.86,-489.86,-490.29,-483.82,-488.16,-488.16,-487.23,-487.31,-487.3,-483.82,-490.29,-489.86,-489.86,-488.73,-488.73,-490.29,-486.47
"YKL057C",-894.68,-894.44,-891.42,-894.44,-894.44,-894.68,-894.44,-894.44,-898.39,-897.74,-897.74,-896.56,-897.41,-898.88,-898.39,-894.44,-894.44,-894.68,-899.32,-899.32,-894.44,-896.39
"YLR003C",-242.44,-242.44,-242.44,-242.44,-242.44,-242.44,-242.44,-242.44,-249.06,-238.74,-238.74,-240.2,-242.65,-248.91,-242.44,-242.44,-242.44,-242.44,-242.18,-242.18,-242.44,-242.44
"YDR533C",-250.15,-249.28,-250.15,-250.15,-253.03,-250.15,-250.15,-253.03,-248.13,-249.28,-249.28,-256.06,-246.88,-244.6,-248.13,-253.03,-253.03,-253.03,-249.28,-249.28,-253.03,-248.83
"YOL123W",-581.81,-583.03,-581.81,-581.81,-581.81,-581.81,-581.81,-581.81,-580.54,-584.16,-584.16,-583.64,-585.6,-582.02,-580.54,-581.81,-581.81,-581.81,-583.64,-583.64,-581.81,-581.81
"YDR337W",-273.52,-273.39,-273.39,-273.39,-273.39,-273.39,-273.39,-273.39,-272.14,-274.87,-274.87,-273.16,-276.09,-275.72,-272.14,-273.39,-273.39,-273.39,-274.91,-273.59,-273.39,-274.16
"YLR088W",-637.35,-636.25,-634.29,-634.29,-634.29,-634.29,-634.29,-634.29,-634.77,-624.2,-624.2,-625.43,-628.46,-636.04,-634.77,-634.29,-634.29,-634.29,-627.33,-627.33,-634.29,-636.78
"YLR276C",-532.28,-534.79,-534.28,-534.28,-532.98,-534.28,-534.28,-532.98,-534.9,-534.98,-534.98,-533.07,-534.8,-536.1,-532.13,-532.98,-532.98,-532.98,-532.42,-532.42,-532.98,-534.28
"YMR109W",-1162.07,-1164.68,-1160.36,-1161.87,-1158.91,-1156.64,-1157.97,-1158.91,-1161.7,-1175.39,-1175.39,-1168.18,-1166.32,-1167.83,-1156.99,-1158.91,-1156.99,-1156.99,-1169.71,-1169.71,-1156.99,-1167.22
"YNL209W",-684.53,-682.39,-684.85,-684.85,-684.53,-684.85,-684.53,-684.53,-683.58,-688.3,-687.77,-686.18,-686.18,-685.78,-683.58,-684.53,-684.85,-684.85,-682.21,-682.74,-684.53,-684.85
"YJL060W",-433.48,-434.55,-435.58,-437.68,-437.41,-435.58,-435.58,-437.68,-433.71,-439.08,-438.98,-433.23,-437.71,-429.28,-433.71,-437.41,-437.41,-437.41,-436.69,-436.69,-437.68,-435.58
"YKL142W",-246.86,-252.11,-246.79,-248.07,-252.11,-252.11,-252.11,-252.11,-248.12,-254.17,-254.17,-250.96,-252.11,-248.12,-253.4,-252.11,-246.97,-252.11,-250.96,-250.96,-252.11,-246.88
"YDR347W",-360.42,-356.37,-360.42,-360.42,-360.42,-360.42,-360.42,-360.42,-361.13,-359,-359,-362.8,-360.95,-364.7,-361.13,-360.42,-360.42,-360.42,-364.25,-364.25,-360.42,-360.42
"YOR259C",-413.94,-413.9,-414.77,-414.77,-414.77,-414.77,-414.77,-414.77,-413.38,-414.15,-414.15,-412.03,-412.92,-412.76,-413.38,-414.77,-414.77,-414.77,-414.08,-414.08,-414.77,-413.94
"YGR286C",-504.47,-503.39,-501.66,-504.47,-499.99,-504.47,-503.6,-499.99,-503.55,-504.49,-504.49,-504.67,-504.56,-499.42,-504.47,-499.99,-505.03,-505.03,-504.59,-504.59,-499.99,-504.99
"YNL183C",-738.41,-739.2,-740.02,-740.02,-740.02,-742.66,-740.02,-740.02,-741.26,-741.91,-741.91,-744.9,-741.99,-736.34,-741.26,-740.02,-740.02,-740.02,-742.86,-742.86,-740.02,-740.23
"YCL045C",-693.91,-696.01,-693.91,-693.91,-694.65,-694.65,-694.65,-694.65,-693.03,-695.07,-695.07,-693.84,-691.21,-698.55,-693.91,-694.65,-694.65,-694.65,-689.23,-689.23,-694.65,-694.25
"YMR152W",-340.33,-346.05,-341,-340.33,-340.5,-339.54,-339.54,-340.5,-345.11,-342.2,-342.2,-345.02,-342.89,-348,-341.85,-340.5,-340.5,-340.5,-350.1,-350.1,-340.5,-339.54
"YDR214W",-389.65,-390.56,-392.33,-394.08,-394.5,-392.33,-392.33,-394.5,-390.78,-386.44,-386.44,-394.96,-390.83,-391.31,-390.78,-394.5,-394.5,-394.5,-391.42,-391.42,-394.5,-391.51
"YGR124W",-607.66,-607.66,-607.66,-607.66,-607.66,-608.02,-607.66,-607.66,-614.6,-606.32,-606.32,-613.57,-612.41,-611.52,-614.6,-607.66,-607.66,-607.66,-611.52,-611.52,-607.66,-607.33
"YOL145C",-946.75,-949.3,-954.86,-947.18,-945.39,-946.75,-946.75,-945.39,-951.14,-953.76,-953.76,-953.22,-951.81,-956.85,-951.14,-945.39,-945.39,-947.19,-953.25,-953.25,-945.39,-952.12
"YDL019C",-1278.84,-1284.83,-1286.99,-1283.06,-1286.11,-1286.33,-1287.46,-1286.11,-1286.72,-1267.09,-1267.09,-1279.6,-1280.08,-1280.78,-1286.72,-1286.11,-1286.11,-1286.11,-1284.79,-1284.79,-1286.11,-1282.26
"YCL035C",-125.96,-124.95,-125.9,-125.96,-125.96,-125.96,-125.96,-125.96,-123.75,-130.76,-130.76,-129.75,-129.75,-128.7,-125.96,-125.96,-125.96,-125.96,-129.75,-129.75,-125.96,-125.96
"YFR010W",-470.05,-468.72,-470.05,-470.05,-470.05,-470.05,-470.05,-470.05,-467.83,-464.06,-464.06,-466.89,-467.53,-468.72,-467.83,-470.05,-470.05,-470.05,-467.81,-467.81,-470.05,-471.06
"YPR020W",-120.81,-120.06,-119.66,-119.66,-119.66,-119.66,-122.47,-119.66,-119.67,-119.75,-119.75,-119.75,-117.38,-119.05,-119.67,-119.66,-119.66,-119.66,-119.75,-119.75,-119.8,-120.64
"YPL210C",-579.26,-579.26,-575.2,-581.51,-581.51,-579.29,-581.51,-581.51,-579.35,-582.76,-582.76,-583.05,-579.27,-590.31,-581.51,-581.51,-582.66,-581.51,-582.93,-582.93,-581.51,-581.51
"YGR157W",-874.54,-877.34,-877.22,-876.91,-877.33,-877.59,-877.33,-877.33,-883.17,-885.49,-885.49,-879.37,-883.23,-874.52,-883.17,-877.33,-880.29,-877.33,-881.65,-881.65,-877.33,-879.89
"YNL251C",-571.22,-572.97,-575.03,-575.03,-575.03,-575.03,-575.03,-575.03,-570.17,-571.42,-571.42,-568.97,-568.29,-574.75,-574.91,-575.03,-575.03,-575.03,-572.97,-572.97,-575.03,-574.22
"YER001W",-787.63,-795.01,-791.34,-786.96,-788,-787.78,-786.96,-788,-799.71,-790.34,-790.34,-786.61,-792.5,-793.11,-799.71,-788,-786.96,-786.96,-788.11,-788.11,-788,-789.65
"YNL137C",-532.35,-527.94,-531.22,-531.22,-531.22,-531.22,-531.22,-531.22,-528.84,-533.89,-533.89,-532.39,-527.26,-529.98,-522.99,-531.22,-531.22,-531.22,-528.16,-528.16,-531.22,-531.22
"YPL118W",-366.86,-365.45,-357.75,-366.03,-356.84,-366.03,-357.75,-356.84,-364.5,-365.52,-365.52,-369.28,-367.11,-367.06,-366.03,-356.84,-366.54,-356.84,-367.5,-367.5,-356.84,-366.03
"YDL018C",-237.4,-236.36,-236.23,-236.23,-236.23,-238.54,-236.23,-236.23,-234.09,-240.13,-240.13,-237.4,-236.46,-237.4,-234.09,-236.23,-236.23,-236.23,-235.19,-235.19,-236.23,-238.7
"YPR088C",-572.31,-570.1,-572.81,-571.99,-570.85,-572.81,-572.81,-570.85,-571.54,-570.3,-570.3,-575.79,-573.71,-577.41,-572.81,-570.85,-570.85,-570.85,-572.8,-572.8,-570.85,-572.81
